USAGE_DATE,FACILITY_NAME,attendance
10/19/2020,PortAventura World,12654
10/19/2020,Tivoli Gardens,5275
10/20/2020,PortAventura World,8348
10/20/2020,Tivoli Gardens,4184
10/21/2020,PortAventura World,10222
10/21/2020,Tivoli Gardens,5666
10/22/2020,PortAventura World,10804
10/22/2020,Tivoli Gardens,5891
10/23/2020,PortAventura World,11954
10/23/2020,Tivoli Gardens,5489
10/24/2020,PortAventura World,17324
10/24/2020,Tivoli Gardens,7414
10/25/2020,PortAventura World,12646
10/25/2020,Tivoli Gardens,7713
10/26/2020,PortAventura World,16448
10/26/2020,Tivoli Gardens,6128
10/27/2020,PortAventura World,9942
10/27/2020,Tivoli Gardens,4749
10/28/2020,PortAventura World,8917
10/28/2020,Tivoli Gardens,3774
10/29/2020,PortAventura World,12539
10/29/2020,Tivoli Gardens,5058
11/25/2020,Tivoli Gardens,-6105
12/10/2020,Tivoli Gardens,-6105
2/4/2021,PortAventura World,-9991
2/4/2021,Tivoli Gardens,-6105
3/9/2021,Tivoli Gardens,-6105
3/10/2021,Tivoli Gardens,-6102
3/11/2021,Tivoli Gardens,-6105
3/16/2021,Tivoli Gardens,-6104
3/25/2021,Tivoli Gardens,-6101
4/12/2021,Tivoli Gardens,-6104
5/11/2021,Tivoli Gardens,-6103
6/1/2021,PortAventura World,-9988
6/2/2021,PortAventura World,-9975
6/3/2021,PortAventura World,-9988
6/3/2021,Tivoli Gardens,-6105
6/4/2021,PortAventura World,-9985
6/7/2021,PortAventura World,-9990
6/11/2021,PortAventura World,-9962
6/11/2021,Tivoli Gardens,-6104
6/12/2021,PortAventura World,-9944
6/13/2021,PortAventura World,-9987
6/13/2021,Tivoli Gardens,-6098
6/14/2021,PortAventura World,-9955
6/15/2021,PortAventura World,4659
6/15/2021,Tivoli Gardens,3379
6/16/2021,PortAventura World,5140
6/16/2021,Tivoli Gardens,4162
6/17/2021,PortAventura World,6920
6/17/2021,Tivoli Gardens,1762
6/18/2021,PortAventura World,9663
6/18/2021,Tivoli Gardens,3977
6/19/2021,PortAventura World,14669
6/19/2021,Tivoli Gardens,6392
6/20/2021,PortAventura World,11292
6/20/2021,Tivoli Gardens,6220
6/21/2021,PortAventura World,9268
6/21/2021,Tivoli Gardens,3833
6/22/2021,PortAventura World,7324
6/22/2021,Tivoli Gardens,3109
6/23/2021,PortAventura World,13187
6/23/2021,Tivoli Gardens,5587
6/24/2021,PortAventura World,12200
6/24/2021,Tivoli Gardens,5237
6/25/2021,PortAventura World,13144
6/25/2021,Tivoli Gardens,5167
6/26/2021,PortAventura World,16211
6/26/2021,Tivoli Gardens,7213
6/27/2021,PortAventura World,12621
6/27/2021,Tivoli Gardens,7164
6/28/2021,PortAventura World,14821
6/28/2021,Tivoli Gardens,6049
6/29/2021,PortAventura World,12412
6/29/2021,Tivoli Gardens,5858
6/30/2021,PortAventura World,15588
6/30/2021,Tivoli Gardens,6095
7/1/2021,PortAventura World,10447
7/1/2021,Tivoli Gardens,4677
7/2/2021,PortAventura World,12526
7/2/2021,Tivoli Gardens,6306
7/3/2021,PortAventura World,21738
7/3/2021,Tivoli Gardens,9339
7/4/2021,PortAventura World,16937
7/4/2021,Tivoli Gardens,9728
7/5/2021,PortAventura World,12321
7/5/2021,Tivoli Gardens,5663
7/6/2021,PortAventura World,13004
7/6/2021,Tivoli Gardens,6061
7/7/2021,PortAventura World,13788
7/7/2021,Tivoli Gardens,5591
7/8/2021,PortAventura World,14430
7/8/2021,Tivoli Gardens,6796
7/9/2021,PortAventura World,14665
7/9/2021,Tivoli Gardens,6592
7/10/2021,PortAventura World,21000
7/10/2021,Tivoli Gardens,8531
7/11/2021,PortAventura World,23814
7/11/2021,Tivoli Gardens,11386
7/12/2021,PortAventura World,15673
7/12/2021,Tivoli Gardens,6700
7/13/2021,PortAventura World,12825
7/13/2021,Tivoli Gardens,6566
7/14/2021,PortAventura World,19521
7/14/2021,Tivoli Gardens,9132
7/15/2021,PortAventura World,21477
7/15/2021,Tivoli Gardens,10795
7/16/2021,PortAventura World,22833
7/16/2021,Tivoli Gardens,10921
7/17/2021,PortAventura World,25040
7/17/2021,Tivoli Gardens,11197
7/18/2021,PortAventura World,23712
7/18/2021,Tivoli Gardens,11909
7/19/2021,PortAventura World,23789
7/19/2021,Tivoli Gardens,10566
7/20/2021,PortAventura World,24462
7/20/2021,Tivoli Gardens,10829
7/21/2021,PortAventura World,19904
7/21/2021,Tivoli Gardens,9191
7/22/2021,PortAventura World,19703
7/22/2021,Tivoli Gardens,9512
7/23/2021,PortAventura World,16569
7/23/2021,Tivoli Gardens,7513
7/24/2021,PortAventura World,20507
7/24/2021,Tivoli Gardens,9105
7/25/2021,PortAventura World,17566
7/25/2021,Tivoli Gardens,9226
7/26/2021,PortAventura World,15573
7/26/2021,Tivoli Gardens,7298
7/27/2021,PortAventura World,16266
7/27/2021,Tivoli Gardens,8400
7/28/2021,PortAventura World,22995
7/28/2021,Tivoli Gardens,10397
7/29/2021,PortAventura World,22849
7/29/2021,Tivoli Gardens,10087
7/30/2021,PortAventura World,17458
7/30/2021,Tivoli Gardens,7747
7/31/2021,PortAventura World,24262
7/31/2021,Tivoli Gardens,10171
8/1/2021,PortAventura World,21262
8/1/2021,Tivoli Gardens,10864
8/2/2021,PortAventura World,18592
8/2/2021,Tivoli Gardens,8134
8/3/2021,PortAventura World,22852
8/3/2021,Tivoli Gardens,10040
8/4/2021,PortAventura World,22441
8/4/2021,Tivoli Gardens,10353
8/5/2021,PortAventura World,24298
8/5/2021,Tivoli Gardens,11189
8/6/2021,PortAventura World,20393
8/6/2021,Tivoli Gardens,8938
8/7/2021,PortAventura World,20798
8/7/2021,Tivoli Gardens,8957
8/8/2021,PortAventura World,23718
8/8/2021,Tivoli Gardens,11239
8/9/2021,PortAventura World,23879
8/9/2021,Tivoli Gardens,9511
8/10/2021,PortAventura World,26002
8/10/2021,Tivoli Gardens,10560
8/11/2021,PortAventura World,26141
8/11/2021,Tivoli Gardens,11838
8/12/2021,PortAventura World,26155
8/12/2021,Tivoli Gardens,11306
8/13/2021,PortAventura World,24138
8/13/2021,Tivoli Gardens,10677
8/14/2021,PortAventura World,24114
8/14/2021,Tivoli Gardens,9720
8/15/2021,PortAventura World,22807
8/15/2021,Tivoli Gardens,10084
8/16/2021,PortAventura World,25195
8/16/2021,Tivoli Gardens,10991
8/17/2021,PortAventura World,26804
8/17/2021,Tivoli Gardens,11785
8/18/2021,PortAventura World,25491
8/18/2021,Tivoli Gardens,11987
8/19/2021,PortAventura World,26821
8/19/2021,Tivoli Gardens,12219
8/20/2021,PortAventura World,26533
8/20/2021,Tivoli Gardens,11681
8/21/2021,PortAventura World,27518
8/21/2021,Tivoli Gardens,11819
8/22/2021,PortAventura World,25742
8/22/2021,Tivoli Gardens,12196
8/23/2021,PortAventura World,24038
8/23/2021,Tivoli Gardens,10540
8/24/2021,PortAventura World,26061
8/24/2021,Tivoli Gardens,11316
8/25/2021,PortAventura World,26400
8/25/2021,Tivoli Gardens,11644
8/26/2021,PortAventura World,25680
8/26/2021,Tivoli Gardens,11721
8/27/2021,PortAventura World,25654
8/27/2021,Tivoli Gardens,11791
8/28/2021,PortAventura World,27710
8/28/2021,Tivoli Gardens,11823
8/29/2021,PortAventura World,28208
8/29/2021,Tivoli Gardens,13279
8/30/2021,PortAventura World,23686
8/30/2021,Tivoli Gardens,11344
8/31/2021,PortAventura World,21575
8/31/2021,Tivoli Gardens,11237
9/1/2021,PortAventura World,20562
9/1/2021,Tivoli Gardens,7612
9/2/2021,PortAventura World,15912
9/2/2021,Tivoli Gardens,7785
9/3/2021,PortAventura World,15477
9/3/2021,Tivoli Gardens,7153
9/4/2021,PortAventura World,24515
9/4/2021,Tivoli Gardens,10926
9/5/2021,PortAventura World,23978
9/5/2021,Tivoli Gardens,12132
9/6/2021,PortAventura World,14073
9/6/2021,Tivoli Gardens,5737
9/7/2021,PortAventura World,14192
9/7/2021,Tivoli Gardens,7574
9/8/2021,PortAventura World,15612
9/8/2021,Tivoli Gardens,7768
9/9/2021,PortAventura World,12965
9/9/2021,Tivoli Gardens,6185
9/10/2021,PortAventura World,11420
9/10/2021,Tivoli Gardens,6053
9/11/2021,PortAventura World,27877
9/11/2021,Tivoli Gardens,10479
9/12/2021,PortAventura World,23777
9/12/2021,Tivoli Gardens,13228
9/13/2021,PortAventura World,11497
9/13/2021,Tivoli Gardens,5095
9/14/2021,PortAventura World,7246
9/14/2021,Tivoli Gardens,4233
9/15/2021,PortAventura World,7552
9/15/2021,Tivoli Gardens,4009
9/16/2021,PortAventura World,11839
9/16/2021,Tivoli Gardens,5189
9/17/2021,PortAventura World,13965
9/17/2021,Tivoli Gardens,6492
9/18/2021,PortAventura World,30472
9/18/2021,Tivoli Gardens,12118
9/19/2021,PortAventura World,24442
9/19/2021,Tivoli Gardens,13382
9/20/2021,PortAventura World,9549
9/20/2021,Tivoli Gardens,4875
9/21/2021,PortAventura World,9999
9/21/2021,Tivoli Gardens,4816
9/22/2021,PortAventura World,11646
9/22/2021,Tivoli Gardens,5152
9/23/2021,PortAventura World,10973
9/23/2021,Tivoli Gardens,4954
9/24/2021,PortAventura World,13846
9/24/2021,Tivoli Gardens,6121
9/25/2021,PortAventura World,34072
9/25/2021,Tivoli Gardens,12616
9/26/2021,PortAventura World,30831
9/26/2021,Tivoli Gardens,16043
9/27/2021,PortAventura World,19327
9/27/2021,Tivoli Gardens,10248
9/28/2021,PortAventura World,8601
9/28/2021,Tivoli Gardens,4283
9/29/2021,PortAventura World,7739
9/29/2021,Tivoli Gardens,2181
9/30/2021,PortAventura World,6973
9/30/2021,Tivoli Gardens,2144
10/1/2021,PortAventura World,9949
10/1/2021,Tivoli Gardens,4580
10/2/2021,PortAventura World,25758
10/2/2021,Tivoli Gardens,13964
10/3/2021,PortAventura World,20059
10/3/2021,Tivoli Gardens,11636
10/4/2021,PortAventura World,14537
10/4/2021,Tivoli Gardens,6826
10/5/2021,PortAventura World,8225
10/5/2021,Tivoli Gardens,5420
10/6/2021,PortAventura World,10922
10/6/2021,Tivoli Gardens,4924
10/7/2021,PortAventura World,11402
10/7/2021,Tivoli Gardens,5244
10/8/2021,PortAventura World,15394
10/8/2021,Tivoli Gardens,6925
10/9/2021,PortAventura World,33895
10/9/2021,Tivoli Gardens,13441
10/10/2021,PortAventura World,31308
10/10/2021,Tivoli Gardens,14755
10/11/2021,PortAventura World,21404
10/11/2021,Tivoli Gardens,9957
10/12/2021,PortAventura World,18217
10/12/2021,Tivoli Gardens,8641
10/13/2021,PortAventura World,18283
10/13/2021,Tivoli Gardens,9021
10/14/2021,PortAventura World,18460
10/14/2021,Tivoli Gardens,8633
10/15/2021,PortAventura World,20139
10/15/2021,Tivoli Gardens,9696
10/16/2021,PortAventura World,30933
10/16/2021,Tivoli Gardens,13490
10/17/2021,PortAventura World,27902
10/17/2021,Tivoli Gardens,14125
10/18/2021,PortAventura World,26731
10/18/2021,Tivoli Gardens,11007
10/19/2021,PortAventura World,25396
10/19/2021,Tivoli Gardens,11309
10/20/2021,PortAventura World,20702
10/20/2021,Tivoli Gardens,10038
10/21/2021,PortAventura World,17227
10/21/2021,Tivoli Gardens,8518
10/22/2021,PortAventura World,26524
10/22/2021,Tivoli Gardens,10790
10/23/2021,PortAventura World,34165
10/23/2021,Tivoli Gardens,13952
10/24/2021,PortAventura World,34149
10/24/2021,Tivoli Gardens,17124
10/25/2021,PortAventura World,31917
10/25/2021,Tivoli Gardens,15114
10/26/2021,PortAventura World,35839
10/26/2021,Tivoli Gardens,16522
10/27/2021,PortAventura World,35953
10/27/2021,Tivoli Gardens,17279
10/28/2021,PortAventura World,36505
10/28/2021,Tivoli Gardens,18234
10/29/2021,PortAventura World,33591
10/29/2021,Tivoli Gardens,16290
10/30/2021,PortAventura World,33960
10/30/2021,Tivoli Gardens,16133
10/31/2021,PortAventura World,64351
10/31/2021,Tivoli Gardens,22672
11/1/2021,PortAventura World,33525
11/1/2021,Tivoli Gardens,16397
11/2/2021,PortAventura World,37095
11/2/2021,Tivoli Gardens,15893
11/3/2021,PortAventura World,33381
11/3/2021,Tivoli Gardens,16206
11/4/2021,PortAventura World,35740
11/4/2021,Tivoli Gardens,16289
11/5/2021,PortAventura World,35332
11/5/2021,Tivoli Gardens,15777
11/6/2021,PortAventura World,37330
11/6/2021,Tivoli Gardens,18204
11/7/2021,PortAventura World,25281
11/7/2021,Tivoli Gardens,14111
11/8/2021,PortAventura World,16792
11/8/2021,Tivoli Gardens,8293
11/9/2021,PortAventura World,17310
11/9/2021,Tivoli Gardens,8446
11/10/2021,PortAventura World,18786
11/10/2021,Tivoli Gardens,9869
11/11/2021,PortAventura World,29867
11/11/2021,Tivoli Gardens,13994
11/12/2021,PortAventura World,35859
11/12/2021,Tivoli Gardens,17391
11/13/2021,PortAventura World,43115
11/13/2021,Tivoli Gardens,19570
11/14/2021,PortAventura World,29659
11/14/2021,Tivoli Gardens,16780
11/15/2021,PortAventura World,20671
11/15/2021,Tivoli Gardens,9339
11/16/2021,PortAventura World,16841
11/16/2021,Tivoli Gardens,8201
11/17/2021,PortAventura World,16597
11/17/2021,Tivoli Gardens,7773
11/18/2021,PortAventura World,22334
11/18/2021,Tivoli Gardens,7627
11/19/2021,PortAventura World,41718
11/19/2021,Tivoli Gardens,23525
11/20/2021,PortAventura World,41774
11/20/2021,Tivoli Gardens,17576
11/21/2021,PortAventura World,27969
11/21/2021,Tivoli Gardens,16836
11/22/2021,PortAventura World,19906
11/22/2021,Tivoli Gardens,8970
11/23/2021,PortAventura World,18330
11/23/2021,Tivoli Gardens,8572
11/24/2021,PortAventura World,17660
11/24/2021,Tivoli Gardens,8515
11/25/2021,PortAventura World,17152
11/25/2021,Tivoli Gardens,8071
11/26/2021,PortAventura World,30485
11/26/2021,Tivoli Gardens,19609
11/27/2021,PortAventura World,37766
11/27/2021,Tivoli Gardens,14840
11/28/2021,PortAventura World,31752
11/28/2021,Tivoli Gardens,16275
11/29/2021,PortAventura World,21981
11/29/2021,Tivoli Gardens,9101
11/30/2021,PortAventura World,31914
11/30/2021,Tivoli Gardens,17777
12/1/2021,PortAventura World,18258
12/1/2021,Tivoli Gardens,7797
12/2/2021,PortAventura World,21425
12/2/2021,Tivoli Gardens,10027
12/3/2021,PortAventura World,34105
12/3/2021,Tivoli Gardens,19011
12/4/2021,PortAventura World,38735
12/4/2021,Tivoli Gardens,15497
12/5/2021,PortAventura World,33126
12/5/2021,Tivoli Gardens,18772
12/6/2021,PortAventura World,32073
12/6/2021,Tivoli Gardens,12004
12/7/2021,PortAventura World,39586
12/7/2021,Tivoli Gardens,22823
12/8/2021,PortAventura World,38162
12/8/2021,Tivoli Gardens,11077
12/9/2021,PortAventura World,22261
12/9/2021,Tivoli Gardens,9684
12/10/2021,PortAventura World,41937
12/10/2021,Tivoli Gardens,18989
12/11/2021,PortAventura World,45727
12/11/2021,Tivoli Gardens,20377
12/12/2021,PortAventura World,35573
12/12/2021,Tivoli Gardens,20671
12/13/2021,PortAventura World,34086
12/13/2021,Tivoli Gardens,12366
12/14/2021,PortAventura World,30394
12/14/2021,Tivoli Gardens,11626
12/15/2021,PortAventura World,35450
12/15/2021,Tivoli Gardens,11709
12/16/2021,PortAventura World,31831
12/16/2021,Tivoli Gardens,10878
12/17/2021,PortAventura World,47050
12/17/2021,Tivoli Gardens,23954
12/18/2021,PortAventura World,36725
12/18/2021,Tivoli Gardens,15639
12/19/2021,PortAventura World,36456
12/19/2021,Tivoli Gardens,18811
12/20/2021,PortAventura World,34070
12/20/2021,Tivoli Gardens,16088
12/21/2021,PortAventura World,41600
12/21/2021,Tivoli Gardens,17660
12/22/2021,PortAventura World,34127
12/22/2021,Tivoli Gardens,15484
12/23/2021,PortAventura World,33230
12/23/2021,Tivoli Gardens,15316
12/24/2021,PortAventura World,24625
12/24/2021,Tivoli Gardens,10545
12/25/2021,PortAventura World,39941
12/25/2021,Tivoli Gardens,16104
12/26/2021,PortAventura World,36766
12/26/2021,Tivoli Gardens,17266
12/27/2021,PortAventura World,44239
12/27/2021,Tivoli Gardens,19854
12/28/2021,PortAventura World,49787
12/28/2021,Tivoli Gardens,21857
12/29/2021,PortAventura World,45147
12/29/2021,Tivoli Gardens,21497
12/30/2021,PortAventura World,45538
12/30/2021,Tivoli Gardens,20689
12/31/2021,PortAventura World,55348
12/31/2021,Tivoli Gardens,25313
1/1/2022,PortAventura World,44021
1/1/2022,Tivoli Gardens,20475
1/2/2022,PortAventura World,33435
1/2/2022,Tivoli Gardens,16781
1/3/2022,PortAventura World,27703
1/3/2022,Tivoli Gardens,10236
1/4/2022,PortAventura World,23785
1/4/2022,Tivoli Gardens,10714
1/5/2022,PortAventura World,31108
1/5/2022,Tivoli Gardens,11982
1/6/2022,PortAventura World,28293
1/6/2022,Tivoli Gardens,12153
1/7/2022,PortAventura World,22901
1/7/2022,Tivoli Gardens,10812
1/8/2022,PortAventura World,36504
1/8/2022,Tivoli Gardens,14869
1/9/2022,PortAventura World,29969
1/9/2022,Tivoli Gardens,14996
1/10/2022,PortAventura World,17262
1/10/2022,Tivoli Gardens,9188
1/11/2022,PortAventura World,11731
1/11/2022,Tivoli Gardens,6328
1/12/2022,PortAventura World,11946
1/12/2022,Tivoli Gardens,5851
1/13/2022,PortAventura World,12218
1/13/2022,Tivoli Gardens,6391
1/14/2022,PortAventura World,10204
1/14/2022,Tivoli Gardens,7333
1/15/2022,PortAventura World,35765
1/15/2022,Tivoli Gardens,20470
1/16/2022,PortAventura World,18347
1/16/2022,Tivoli Gardens,10828
1/17/2022,PortAventura World,9960
1/17/2022,Tivoli Gardens,5394
1/18/2022,PortAventura World,6530
1/18/2022,Tivoli Gardens,3414
1/19/2022,PortAventura World,4774
1/19/2022,Tivoli Gardens,2608
1/20/2022,PortAventura World,6610
1/20/2022,Tivoli Gardens,3462
1/21/2022,PortAventura World,7693
1/21/2022,Tivoli Gardens,4107
1/22/2022,PortAventura World,23125
1/22/2022,Tivoli Gardens,10699
1/23/2022,PortAventura World,19449
1/23/2022,Tivoli Gardens,12287
1/24/2022,PortAventura World,9224
1/24/2022,Tivoli Gardens,5020
1/25/2022,PortAventura World,4994
1/25/2022,Tivoli Gardens,3124
1/26/2022,PortAventura World,5159
1/26/2022,Tivoli Gardens,2857
1/27/2022,PortAventura World,6064
1/27/2022,Tivoli Gardens,3365
1/28/2022,PortAventura World,8421
1/28/2022,Tivoli Gardens,4449
1/29/2022,PortAventura World,19914
1/29/2022,Tivoli Gardens,10746
1/30/2022,PortAventura World,20935
1/30/2022,Tivoli Gardens,12987
1/31/2022,PortAventura World,10296
1/31/2022,Tivoli Gardens,5816
2/1/2022,PortAventura World,5947
2/1/2022,Tivoli Gardens,3702
2/2/2022,PortAventura World,7797
2/2/2022,Tivoli Gardens,4140
2/3/2022,PortAventura World,9986
2/3/2022,Tivoli Gardens,5041
2/4/2022,PortAventura World,10322
2/4/2022,Tivoli Gardens,6094
2/5/2022,PortAventura World,23032
2/5/2022,Tivoli Gardens,12030
2/6/2022,PortAventura World,19203
2/6/2022,Tivoli Gardens,14030
2/7/2022,PortAventura World,22073
2/7/2022,Tivoli Gardens,13159
2/8/2022,PortAventura World,19537
2/8/2022,Tivoli Gardens,13110
2/9/2022,PortAventura World,20363
2/9/2022,Tivoli Gardens,12621
2/10/2022,PortAventura World,16755
2/10/2022,Tivoli Gardens,11819
2/11/2022,PortAventura World,18223
2/11/2022,Tivoli Gardens,11406
2/12/2022,PortAventura World,30480
2/12/2022,Tivoli Gardens,16751
2/13/2022,PortAventura World,27346
2/13/2022,Tivoli Gardens,17566
2/14/2022,PortAventura World,23314
2/14/2022,Tivoli Gardens,12788
2/15/2022,PortAventura World,22964
2/15/2022,Tivoli Gardens,13572
2/16/2022,PortAventura World,23383
2/16/2022,Tivoli Gardens,13159
2/17/2022,PortAventura World,28747
2/17/2022,Tivoli Gardens,14737
2/18/2022,PortAventura World,22089
2/18/2022,Tivoli Gardens,13201
2/19/2022,PortAventura World,32228
2/19/2022,Tivoli Gardens,16433
2/20/2022,PortAventura World,24807
2/20/2022,Tivoli Gardens,14669
2/21/2022,PortAventura World,21691
2/21/2022,Tivoli Gardens,10711
2/22/2022,PortAventura World,23205
2/22/2022,Tivoli Gardens,12616
2/23/2022,PortAventura World,29166
2/23/2022,Tivoli Gardens,13926
2/24/2022,PortAventura World,23557
2/24/2022,Tivoli Gardens,12689
2/25/2022,PortAventura World,28304
2/25/2022,Tivoli Gardens,14103
2/26/2022,PortAventura World,37074
2/26/2022,Tivoli Gardens,18078
2/27/2022,PortAventura World,34293
2/27/2022,Tivoli Gardens,18291
2/28/2022,PortAventura World,36332
2/28/2022,Tivoli Gardens,17941
3/1/2022,PortAventura World,29722
3/1/2022,Tivoli Gardens,15115
3/2/2022,PortAventura World,28665
3/2/2022,Tivoli Gardens,15569
3/3/2022,PortAventura World,32735
3/3/2022,Tivoli Gardens,17439
3/4/2022,PortAventura World,30997
3/4/2022,Tivoli Gardens,15952
3/5/2022,PortAventura World,35594
3/5/2022,Tivoli Gardens,18353
3/6/2022,PortAventura World,40178
3/6/2022,Tivoli Gardens,19339
3/7/2022,PortAventura World,26731
3/7/2022,Tivoli Gardens,11885
3/8/2022,PortAventura World,22901
3/8/2022,Tivoli Gardens,11400
3/9/2022,PortAventura World,23663
3/9/2022,Tivoli Gardens,10994
3/10/2022,PortAventura World,25706
3/10/2022,Tivoli Gardens,11320
3/11/2022,PortAventura World,24592
3/11/2022,Tivoli Gardens,12271
3/12/2022,PortAventura World,40846
3/12/2022,Tivoli Gardens,18903
3/13/2022,PortAventura World,33166
3/13/2022,Tivoli Gardens,19141
3/14/2022,PortAventura World,29971
3/14/2022,Tivoli Gardens,12529
3/15/2022,PortAventura World,23065
3/15/2022,Tivoli Gardens,12642
3/16/2022,PortAventura World,29843
3/16/2022,Tivoli Gardens,13344
3/17/2022,PortAventura World,28405
3/17/2022,Tivoli Gardens,12419
3/18/2022,PortAventura World,35019
3/18/2022,Tivoli Gardens,15392
3/19/2022,PortAventura World,50052
3/19/2022,Tivoli Gardens,23114
3/20/2022,PortAventura World,40579
3/20/2022,Tivoli Gardens,21130
3/21/2022,PortAventura World,31183
3/21/2022,Tivoli Gardens,13561
3/22/2022,PortAventura World,28081
3/22/2022,Tivoli Gardens,12912
3/23/2022,PortAventura World,29208
3/23/2022,Tivoli Gardens,13071
3/24/2022,PortAventura World,31071
3/24/2022,Tivoli Gardens,13677
3/25/2022,PortAventura World,41375
3/25/2022,Tivoli Gardens,15634
3/26/2022,PortAventura World,52723
3/26/2022,Tivoli Gardens,22405
3/27/2022,PortAventura World,44387
3/27/2022,Tivoli Gardens,21959
3/28/2022,PortAventura World,40244
3/28/2022,Tivoli Gardens,15470
3/29/2022,PortAventura World,29361
3/29/2022,Tivoli Gardens,14327
3/30/2022,PortAventura World,31868
3/30/2022,Tivoli Gardens,13801
3/31/2022,PortAventura World,25984
3/31/2022,Tivoli Gardens,12640
4/1/2022,PortAventura World,25335
4/1/2022,Tivoli Gardens,11856
4/2/2022,PortAventura World,39159
4/2/2022,Tivoli Gardens,17311
4/3/2022,PortAventura World,35848
4/3/2022,Tivoli Gardens,18717
4/4/2022,PortAventura World,38509
4/4/2022,Tivoli Gardens,16583
4/5/2022,PortAventura World,38824
4/5/2022,Tivoli Gardens,19527
4/6/2022,PortAventura World,37922
4/6/2022,Tivoli Gardens,18681
4/7/2022,PortAventura World,36795
4/7/2022,Tivoli Gardens,19316
4/8/2022,PortAventura World,27410
4/8/2022,Tivoli Gardens,16702
4/9/2022,PortAventura World,41478
4/9/2022,Tivoli Gardens,17765
4/10/2022,PortAventura World,48238
4/10/2022,Tivoli Gardens,21604
4/11/2022,PortAventura World,57910
4/11/2022,Tivoli Gardens,24408
4/12/2022,PortAventura World,61684
4/12/2022,Tivoli Gardens,22482
4/13/2022,PortAventura World,47648
4/13/2022,Tivoli Gardens,23212
4/14/2022,PortAventura World,54015
4/14/2022,Tivoli Gardens,23437
4/15/2022,PortAventura World,52763
4/15/2022,Tivoli Gardens,22576
4/16/2022,PortAventura World,54906
4/16/2022,Tivoli Gardens,23610
4/17/2022,PortAventura World,54257
4/17/2022,Tivoli Gardens,25763
4/18/2022,PortAventura World,50143
4/18/2022,Tivoli Gardens,22235
4/19/2022,PortAventura World,52271
4/19/2022,Tivoli Gardens,22338
4/20/2022,PortAventura World,52229
4/20/2022,Tivoli Gardens,23270
4/21/2022,PortAventura World,53229
4/21/2022,Tivoli Gardens,24757
4/22/2022,PortAventura World,51675
4/22/2022,Tivoli Gardens,23256
4/23/2022,PortAventura World,49911
4/23/2022,Tivoli Gardens,23397
4/24/2022,PortAventura World,42486
4/24/2022,Tivoli Gardens,21283
4/25/2022,PortAventura World,47307
4/25/2022,Tivoli Gardens,20934
4/26/2022,PortAventura World,49448
4/26/2022,Tivoli Gardens,23559
4/27/2022,PortAventura World,46496
4/27/2022,Tivoli Gardens,21847
4/28/2022,PortAventura World,48086
4/28/2022,Tivoli Gardens,22363
4/29/2022,PortAventura World,45275
4/29/2022,Tivoli Gardens,20872
4/30/2022,PortAventura World,50132
4/30/2022,Tivoli Gardens,21315
5/1/2022,PortAventura World,45629
5/1/2022,Tivoli Gardens,22158
5/2/2022,PortAventura World,47266
5/2/2022,Tivoli Gardens,20568
5/3/2022,PortAventura World,50745
5/3/2022,Tivoli Gardens,22289
5/4/2022,PortAventura World,48640
5/4/2022,Tivoli Gardens,22435
5/5/2022,PortAventura World,51468
5/5/2022,Tivoli Gardens,24261
5/6/2022,PortAventura World,48283
5/6/2022,Tivoli Gardens,22282
5/7/2022,PortAventura World,54309
5/7/2022,Tivoli Gardens,24223
5/8/2022,PortAventura World,44581
5/8/2022,Tivoli Gardens,23880
5/9/2022,PortAventura World,45295
5/9/2022,Tivoli Gardens,19756
5/10/2022,PortAventura World,39510
5/10/2022,Tivoli Gardens,18039
5/11/2022,PortAventura World,39297
5/11/2022,Tivoli Gardens,16667
5/12/2022,PortAventura World,42626
5/12/2022,Tivoli Gardens,18855
5/13/2022,PortAventura World,47917
5/13/2022,Tivoli Gardens,21498
5/14/2022,PortAventura World,54698
5/14/2022,Tivoli Gardens,22779
5/15/2022,PortAventura World,45262
5/15/2022,Tivoli Gardens,23834
5/16/2022,PortAventura World,47507
5/16/2022,Tivoli Gardens,20834
5/17/2022,PortAventura World,43990
5/17/2022,Tivoli Gardens,20700
5/18/2022,PortAventura World,41325
5/18/2022,Tivoli Gardens,17828
5/19/2022,PortAventura World,40470
5/19/2022,Tivoli Gardens,17894
5/20/2022,PortAventura World,45271
5/20/2022,Tivoli Gardens,20871
5/21/2022,PortAventura World,57144
5/21/2022,Tivoli Gardens,24911
5/22/2022,PortAventura World,48255
5/22/2022,Tivoli Gardens,23650
5/23/2022,PortAventura World,43194
5/23/2022,Tivoli Gardens,21503
5/24/2022,PortAventura World,51491
5/24/2022,Tivoli Gardens,23276
5/25/2022,PortAventura World,53619
5/25/2022,Tivoli Gardens,22111
5/26/2022,PortAventura World,52831
5/26/2022,Tivoli Gardens,21802
5/27/2022,PortAventura World,55024
5/27/2022,Tivoli Gardens,23880
5/28/2022,PortAventura World,53520
5/28/2022,Tivoli Gardens,25426
5/29/2022,PortAventura World,45904
5/29/2022,Tivoli Gardens,22689
5/30/2022,PortAventura World,49027
5/30/2022,Tivoli Gardens,22108
5/31/2022,PortAventura World,48719
5/31/2022,Tivoli Gardens,23819
6/1/2022,PortAventura World,47430
6/1/2022,Tivoli Gardens,22116
6/2/2022,PortAventura World,50009
6/2/2022,Tivoli Gardens,21039
6/3/2022,PortAventura World,49400
6/3/2022,Tivoli Gardens,23633
6/4/2022,PortAventura World,48402
